"Participants","LinguisticStructure","Condition","ConditionEffectSize","StructureEffectScale"
20,0.92538,0.04853,0.1,0.15
20,0.00033,0.29564,0.1,0.15
20,0.13515,0.01563,0.1,0.15
20,0.13421,0.04598,0.1,0.15
20,0.19687,0.02304,0.1,0.15
20,0.22729,0.26261,0.1,0.15
20,0.09959,0.00508,0.1,0.15
20,0.4199,0.03178,0.1,0.15
20,0.87476,0.56695,0.1,0.15
20,0.03416,0.90622,0.1,0.15
20,0.05935,0.08655,0.1,0.15
20,0.08418,0.00058,0.1,0.15
20,0.07324,0.05616,0.1,0.15
20,0.46408,0.08252,0.1,0.15
20,0.00659,0.04107,0.1,0.15
20,0.98248,0.00253,0.1,0.15
20,0.06669,0.00195,0.1,0.15
20,0.33558,0.12674,0.1,0.15
20,0.0068,0.01664,0.1,0.15
20,0.00103,0.05569,0.1,0.15
20,0.03034,0.16553,0.1,0.15
20,0.13563,0.11468,0.1,0.15
20,0.00825,0.00169,0.1,0.15
20,0.67399,0.00051,0.1,0.15
20,0.02326,0.01271,0.1,0.15
20,0.1693,0.00075,0.1,0.15
20,0.06498,0.06563,0.1,0.15
20,0.8012,0.01074,0.1,0.15
20,0.34245,0.04909,0.1,0.15
20,0.00077,0.00081,0.1,0.15
20,0.06224,0.08271,0.1,0.15
20,0.25938,0.00539,0.1,0.15
20,0.02011,0.01823,0.1,0.15
20,0.53092,0.17071,0.1,0.15
20,0.90251,0.00353,0.1,0.15
20,0.0513,0.00042,0.1,0.15
20,0.17692,0.00243,0.1,0.15
20,0.03019,0.00176,0.1,0.15
20,0.05748,0.00618,0.1,0.15
20,0.05946,0.03785,0.1,0.15
20,0.61727,0.32208,0.1,0.15
20,0.02797,0.00712,0.1,0.15
20,0.02135,0.00141,0.1,0.15
20,0.27808,0.05282,0.1,0.15
20,0.06837,0.00328,0.1,0.15
20,0.58101,0.00831,0.1,0.15
20,0.51841,0.05542,0.1,0.15
20,0.23103,0.00545,0.1,0.15
20,0.14622,0.51461,0.1,0.15
20,0.01145,0.00024,0.1,0.15
20,0.02757,0.47806,0.1,0.15
20,0.83916,0.00178,0.1,0.15
20,0.88215,0.08247,0.1,0.15
20,0.24265,0.02612,0.1,0.15
20,0.02006,0.02861,0.1,0.15
20,0.01112,0.24786,0.1,0.15
20,0.02966,0.4402,0.1,0.15
20,0.01188,0.00433,0.1,0.15
20,0.101,0.0646,0.1,0.15
20,0.03656,0.06022,0.1,0.15
20,0.00609,0.16222,0.1,0.15
20,0.25824,0.00295,0.1,0.15
20,0.02808,0.00842,0.1,0.15
20,0.01544,0.08765,0.1,0.15
20,0.00866,0.30451,0.1,0.15
20,0.01204,0.03588,0.1,0.15
20,0.20285,0.00212,0.1,0.15
20,0.02089,0.14984,0.1,0.15
20,0.47122,0.08445,0.1,0.15
20,0.13824,0.03024,0.1,0.15
20,0.07978,0.02641,0.1,0.15
20,0.16577,0.54146,0.1,0.15
20,0.08334,0.08078,0.1,0.15
20,0.1195,0.12353,0.1,0.15
20,0.02448,0.04064,0.1,0.15
20,0.0673,0.22611,0.1,0.15
20,0.98344,0.00652,0.1,0.15
20,0.00626,0.03427,0.1,0.15
20,0.01111,0.50109,0.1,0.15
20,0.55934,0.00136,0.1,0.15
20,0.13959,0.01791,0.1,0.15
20,0.34884,0.04784,0.1,0.15
20,0.07047,0.0404,0.1,0.15
20,0.63811,0.09917,0.1,0.15
20,0.10283,0.22446,0.1,0.15
20,0.49261,0.00698,0.1,0.15
20,0.17924,0.07958,0.1,0.15
20,0.00495,0.02583,0.1,0.15
20,0.01659,0.13172,0.1,0.15
20,0.15441,0.14887,0.1,0.15
20,0.35678,0.03344,0.1,0.15
20,0.74099,0.00733,0.1,0.15
20,0.15225,0.66608,0.1,0.15
20,0.07432,0.00119,0.1,0.15
20,0.00054,0.00133,0.1,0.15
20,0.13639,0.1506,0.1,0.15
20,0.31712,0.00174,0.1,0.15
20,0.04731,0.33224,0.1,0.15
20,0.0606,0.07159,0.1,0.15
20,1e-05,0.14823,0.1,0.15
20,0.39574,0.00299,0.1,0.15
20,0.3567,2e-05,0.1,0.15
20,0.95927,0.72573,0.1,0.15
20,0.32391,0.0274,0.1,0.15
20,0.00156,0.14892,0.1,0.15
20,0.32571,0.00188,0.1,0.15
20,0.78572,0.91619,0.1,0.15
20,0.59053,0.01143,0.1,0.15
20,0.05521,0.00313,0.1,0.15
20,0.49696,0.12986,0.1,0.15
20,0.25678,0.32923,0.1,0.15
20,0.59531,0.02426,0.1,0.15
20,0.00557,0.10927,0.1,0.15
20,0.02228,0.00651,0.1,0.15
20,0.00102,0.4926,0.1,0.15
20,0.54433,0.17227,0.1,0.15
20,0.00229,0.03933,0.1,0.15
20,0.11344,0.20209,0.1,0.15
20,0.01525,0.00725,0.1,0.15
20,0.26047,0.01033,0.1,0.15
20,0.02842,0.01967,0.1,0.15
20,0.01221,0.01184,0.1,0.15
20,0.00694,0.20715,0.1,0.15
20,0.28253,0.00508,0.1,0.15
20,0.02752,4e-05,0.1,0.15
20,0.19908,0.18414,0.1,0.15
20,0.52758,0.23572,0.1,0.15
20,0.68238,0.00121,0.1,0.15
20,0.00692,0.00491,0.1,0.15
20,0.2862,0.2311,0.1,0.15
20,0.06178,0.26732,0.1,0.15
20,0.01118,0.3985,0.1,0.15
20,0.002,0.00264,0.1,0.15
20,0.45929,0.12997,0.1,0.15
20,0.74976,0.00123,0.1,0.15
20,0.85313,0.31589,0.1,0.15
20,0.47573,0.43832,0.1,0.15
20,0.00151,0.19881,0.1,0.15
20,0.60353,0.00188,0.1,0.15
20,0.06804,0.02497,0.1,0.15
20,0.72694,0.00111,0.1,0.15
20,0.13676,0.03616,0.1,0.15
20,0.02328,0.01039,0.1,0.15
20,0.07986,0.34674,0.1,0.15
20,0.10745,0.01124,0.1,0.15
20,0.13651,0.00494,0.1,0.15
20,0.11548,0.00458,0.1,0.15
20,0.97935,0.72956,0.1,0.15
20,0.0271,0.07861,0.1,0.15
20,0.0016,0.06722,0.1,0.15
20,0.16701,0.03985,0.1,0.15
20,0.0067,0.12711,0.1,0.15
20,0.18549,0.17366,0.1,0.15
20,0.6319,0.00287,0.1,0.15
20,0.09663,0.00092,0.1,0.15
20,0.32597,0.00043,0.1,0.15
20,0.38506,0.18264,0.1,0.15
20,0.07725,0.00627,0.1,0.15
20,0.02421,0.05183,0.1,0.15
20,0.0633,0.14081,0.1,0.15
20,0.00648,0.03184,0.1,0.15
20,0.10517,0.03955,0.1,0.15
20,0.22578,7e-05,0.1,0.15
20,0.02778,0.12223,0.1,0.15
20,0.02046,0.868,0.1,0.15
20,0.06027,0.30306,0.1,0.15
20,0.43817,0.01327,0.1,0.15
20,0.37597,0.757,0.1,0.15
20,0.52586,0.29422,0.1,0.15
20,0.26621,0.01494,0.1,0.15
20,0.01725,0.04467,0.1,0.15
20,0.00011,0.00766,0.1,0.15
20,0.04068,0.169,0.1,0.15
20,0.10975,0.03235,0.1,0.15
20,0.02596,0.1058,0.1,0.15
20,0.543,0.13755,0.1,0.15
20,0.01576,0.00159,0.1,0.15
20,0.00243,0.02345,0.1,0.15
20,0.00375,0.02597,0.1,0.15
20,0.00728,0.00082,0.1,0.15
20,0.00182,0.03682,0.1,0.15
20,0.06399,0.13163,0.1,0.15
20,0.02247,0.47823,0.1,0.15
20,0.45464,0.00723,0.1,0.15
20,0.49139,0.01424,0.1,0.15
20,0.97779,0.24925,0.1,0.15
20,0.00073,0.16876,0.1,0.15
20,0.00611,0.52537,0.1,0.15
20,0.00029,0.0096,0.1,0.15
20,0.01192,0.19393,0.1,0.15
20,0.19838,0.15559,0.1,0.15
20,0.01107,0.03387,0.1,0.15
20,0.02553,0.02639,0.1,0.15
20,0.01476,0.637,0.1,0.15
20,0.13145,0.03763,0.1,0.15
20,0.32858,0.22094,0.1,0.15
20,0.16809,0.04977,0.1,0.15
20,0.00584,0.00182,0.1,0.15
20,0.49862,0.27712,0.1,0.15
20,0.09852,0.15472,0.1,0.15
20,0.06059,0.15591,0.1,0.15
20,0.05896,0.15574,0.1,0.15
20,0.2595,0.048,0.1,0.15
20,0.02543,0.32998,0.1,0.15
20,0.28296,0.0197,0.1,0.15
20,0.7774,0.00197,0.1,0.15
20,0.06611,0.10373,0.1,0.15
20,0.31263,0.45631,0.1,0.15
20,0.17783,0.00092,0.1,0.15
20,0.23174,0.12137,0.1,0.15
20,0.2389,0.06942,0.1,0.15
20,0.05359,0.21185,0.1,0.15
20,0.96135,0.63887,0.1,0.15
20,0.20383,0.41638,0.1,0.15
20,0.2212,0.16945,0.1,0.15
20,0.79499,0.08801,0.1,0.15
20,0.13207,0.04487,0.1,0.15
20,0.00696,0.00269,0.1,0.15
20,0.55498,0.08223,0.1,0.15
20,0.01254,0.07063,0.1,0.15
20,0.20998,0.01142,0.1,0.15
20,0.17295,0.91747,0.1,0.15
20,0.32226,0.12172,0.1,0.15
20,0.03956,0.02485,0.1,0.15
20,0.00913,0.00237,0.1,0.15
20,0.18171,0.00392,0.1,0.15
20,0.06842,0.00106,0.1,0.15
20,0.00735,0.22153,0.1,0.15
20,0.00237,0.01451,0.1,0.15
20,0.31094,0.00865,0.1,0.15
20,0.04911,0.29257,0.1,0.15
20,0.13003,0.95761,0.1,0.15
20,0.21869,0.00011,0.1,0.15
20,0.20163,0.01746,0.1,0.15
20,0.66054,0.31729,0.1,0.15
20,0.10892,0.06462,0.1,0.15
20,0.05631,0.00146,0.1,0.15
20,0.30897,0.00194,0.1,0.15
20,0.05065,0.00081,0.1,0.15
20,0.00844,0.04293,0.1,0.15
20,0.02146,0.00281,0.1,0.15
20,0.42581,0.06083,0.1,0.15
20,0.97753,0.31846,0.1,0.15
20,0.00976,0.00258,0.1,0.15
20,0.0056,0.03707,0.1,0.15
20,0.1904,0.00268,0.1,0.15
20,0.61654,0.90483,0.1,0.15
20,0.07857,0.42888,0.1,0.15
20,0.2455,0.13335,0.1,0.15
20,0.98774,0.11745,0.1,0.15
20,0.76906,0.00421,0.1,0.15
20,0.21317,0.06294,0.1,0.15
20,0.87941,0.06988,0.1,0.15
20,0.07348,0.02057,0.1,0.15
20,0.00181,0.06579,0.1,0.15
20,0.03831,0.2151,0.1,0.15
20,0.0041,0.19733,0.1,0.15
20,0.0135,0.04538,0.1,0.15
20,0.03799,0.02375,0.1,0.15
20,0.47511,0.01042,0.1,0.15
20,0.37798,0.003,0.1,0.15
20,0.71714,0.00997,0.1,0.15
20,0.08812,0.01923,0.1,0.15
20,0.0061,0.0312,0.1,0.15
20,0.19771,0.10352,0.1,0.15
20,0.2464,0.07247,0.1,0.15
20,0.99797,0.45076,0.1,0.15
20,8e-05,0.01525,0.1,0.15
20,0.15566,0.73391,0.1,0.15
20,0.00348,0.00434,0.1,0.15
20,0.14311,0.00938,0.1,0.15
20,0.54727,0.0026,0.1,0.15
20,0.29998,9e-05,0.1,0.15
20,0.03576,0.31405,0.1,0.15
20,0.10165,0.00014,0.1,0.15
20,0.02457,0.09079,0.1,0.15
20,0.99783,0.01206,0.1,0.15
20,0.26852,0.11341,0.1,0.15
20,0.00159,0.18501,0.1,0.15
20,0.23669,0.26582,0.1,0.15
20,0.00067,2e-05,0.1,0.15
20,0.00198,0.4996,0.1,0.15
20,0.23114,0.00012,0.1,0.15
20,0.00951,0.342,0.1,0.15
20,0.43049,0.0456,0.1,0.15
20,0.03671,0.5493,0.1,0.15
20,0.58905,0.00537,0.1,0.15
20,0.33086,0.38047,0.1,0.15
20,0.82454,0.10741,0.1,0.15
20,0.6831,0.91358,0.1,0.15
20,0.56836,0.00942,0.1,0.15
20,0.01588,0.02812,0.1,0.15
20,0.06211,0.00248,0.1,0.15
20,0.20886,0.01552,0.1,0.15
20,0.04632,0.02544,0.1,0.15
20,0.01758,0.02522,0.1,0.15
20,0.00029,0.00041,0.1,0.15
20,0.0506,0.41317,0.1,0.15
20,0.04589,0.02603,0.1,0.15
20,0.35167,0.01501,0.1,0.15
20,0.00382,0.1915,0.1,0.15
20,0.03502,0.55884,0.1,0.15
30,0.17408,0.16028,0.1,0.15
30,0.06267,0.07561,0.1,0.15
30,0.2791,0.36494,0.1,0.15
30,0.08676,0.47848,0.1,0.15
30,0.00907,0.00231,0.1,0.15
30,0.01577,0.00718,0.1,0.15
30,0.30158,0.0506,0.1,0.15
30,0.55213,0.00877,0.1,0.15
30,0.9106,0.28574,0.1,0.15
30,0.03107,0.01726,0.1,0.15
30,0.00301,0.01843,0.1,0.15
30,0.10356,0.00361,0.1,0.15
30,0.03926,0.00074,0.1,0.15
30,0.00642,0.1496,0.1,0.15
30,0.05732,0.00322,0.1,0.15
30,0.04268,0.00062,0.1,0.15
30,5e-05,0.02182,0.1,0.15
30,0.20656,0.00159,0.1,0.15
30,0.03277,0.00781,0.1,0.15
30,0.02217,0.20675,0.1,0.15
30,0.16432,0.56012,0.1,0.15
30,0.08452,0.03419,0.1,0.15
30,0.04151,0.00109,0.1,0.15
30,0.6214,0.00237,0.1,0.15
30,0.13284,0.00215,0.1,0.15
30,0.02334,0.00909,0.1,0.15
30,0.00013,0.0187,0.1,0.15
30,0.11793,0.00208,0.1,0.15
30,0.18188,0.11078,0.1,0.15
30,0.2545,0.08559,0.1,0.15
30,0.028,0.05816,0.1,0.15
30,0.21195,5e-05,0.1,0.15
30,0.35313,0.00264,0.1,0.15
30,0.06295,0.00988,0.1,0.15
30,0.00503,0.00225,0.1,0.15
30,1e-04,0.00038,0.1,0.15
30,0.10037,0.00453,0.1,0.15
30,0.00214,0.01484,0.1,0.15
30,0.01967,0.00891,0.1,0.15
30,0.20364,0.00167,0.1,0.15
30,0.1333,0.00097,0.1,0.15
30,0.31169,0.00143,0.1,0.15
30,0.05183,0.90935,0.1,0.15
30,0.62488,0.01601,0.1,0.15
30,0.6348,0.03645,0.1,0.15
30,0.02773,0.00271,0.1,0.15
30,0.00131,0.15359,0.1,0.15
30,0.00777,0.00637,0.1,0.15
30,0.01878,0.00011,0.1,0.15
30,0.20053,0.00966,0.1,0.15
30,0.02444,0.008,0.1,0.15
30,0.07223,0.01856,0.1,0.15
30,0.26588,0.00158,0.1,0.15
30,0.27615,0.66781,0.1,0.15
30,0.0019,0.00398,0.1,0.15
30,7e-05,0.01983,0.1,0.15
30,0.81225,0.01206,0.1,0.15
30,0.05391,4e-04,0.1,0.15
30,0.48225,2e-05,0.1,0.15
30,0.00072,0.01439,0.1,0.15
30,0.12292,0.00045,0.1,0.15
30,0.27777,0.00999,0.1,0.15
30,0.41427,0.09615,0.1,0.15
30,0.01059,0.00103,0.1,0.15
30,0.46309,0.00044,0.1,0.15
30,0.08249,0.01085,0.1,0.15
30,0.6691,0.00096,0.1,0.15
30,0.02709,0.11029,0.1,0.15
30,0.18216,0.06035,0.1,0.15
30,0.00036,0.03208,0.1,0.15
30,0.45892,0.00361,0.1,0.15
30,0.08228,0.00222,0.1,0.15
30,0.00816,0.48798,0.1,0.15
30,0.03133,0.01579,0.1,0.15
30,0.07608,0.02369,0.1,0.15
30,0.00962,0.03105,0.1,0.15
30,0.19582,0.00206,0.1,0.15
30,0.00265,0.00229,0.1,0.15
30,0.00869,0.06165,0.1,0.15
30,0.00256,0.01499,0.1,0.15
30,0.81188,0.00495,0.1,0.15
30,0.02742,0.00242,0.1,0.15
30,0.02651,0.136,0.1,0.15
30,0.5711,0.01218,0.1,0.15
30,0.07225,0.07219,0.1,0.15
30,0.0235,0.06315,0.1,0.15
30,0.5439,0.51704,0.1,0.15
30,0.08682,0.01292,0.1,0.15
30,0.00306,0.00339,0.1,0.15
30,0.41153,0.04655,0.1,0.15
30,0.00163,0.04902,0.1,0.15
30,0.02613,0.00376,0.1,0.15
30,0.47565,0.00201,0.1,0.15
30,0.00036,0.04049,0.1,0.15
30,0.03979,0.03593,0.1,0.15
30,0.00045,0.09121,0.1,0.15
30,0.31534,5e-05,0.1,0.15
30,0.11495,0.00206,0.1,0.15
30,0.00166,0.039,0.1,0.15
30,0.00962,0.00056,0.1,0.15
30,0.0062,0.11667,0.1,0.15
30,0.00027,0.00429,0.1,0.15
30,0.00241,0.02561,0.1,0.15
30,0.00129,0.00701,0.1,0.15
30,0.00103,0.0016,0.1,0.15
30,0.0013,0.0038,0.1,0.15
30,0.10706,0.00128,0.1,0.15
30,0.50267,0.00916,0.1,0.15
30,0.0318,0.02666,0.1,0.15
30,0.12901,0.22501,0.1,0.15
30,0.11826,0.00626,0.1,0.15
30,0.29315,0.04983,0.1,0.15
30,0.15298,0.01131,0.1,0.15
30,0.25665,0.0119,0.1,0.15
30,0.70292,4e-05,0.1,0.15
30,0.05219,0.01868,0.1,0.15
30,0.091,0.02476,0.1,0.15
30,0.05671,0.03328,0.1,0.15
30,0.06507,0.00105,0.1,0.15
30,0.02017,0.01518,0.1,0.15
30,0.4466,0.00355,0.1,0.15
30,0.095,0.06208,0.1,0.15
30,0.00383,0.00282,0.1,0.15
30,0.06614,0.00378,0.1,0.15
30,0.02961,0.05538,0.1,0.15
30,0.21832,0.03364,0.1,0.15
30,0.00528,0.1866,0.1,0.15
30,0.04,0.05051,0.1,0.15
30,0.2007,0.01586,0.1,0.15
30,0.51258,0.91341,0.1,0.15
30,0.04348,0.04465,0.1,0.15
30,0.30753,0.00207,0.1,0.15
30,0.04252,0.0039,0.1,0.15
30,0.07133,0.0289,0.1,0.15
30,0.08919,0.00037,0.1,0.15
30,0.03277,0.01008,0.1,0.15
30,0.49026,0.84143,0.1,0.15
30,0.78787,0.00019,0.1,0.15
30,0.34558,0.0036,0.1,0.15
30,0.08196,0.37901,0.1,0.15
30,0.00263,0.05433,0.1,0.15
30,0.23732,0.06418,0.1,0.15
30,0.07775,0.00558,0.1,0.15
30,0.78744,0.03245,0.1,0.15
30,0.0079,0.01772,0.1,0.15
30,0.05346,0.1403,0.1,0.15
30,0.38377,0.0789,0.1,0.15
30,0.02299,9e-05,0.1,0.15
30,0.5503,0.01249,0.1,0.15
30,0.00213,0.13149,0.1,0.15
30,0.38027,0.08749,0.1,0.15
30,0.00023,0.00267,0.1,0.15
30,0.00946,0.00034,0.1,0.15
30,0.08788,0.00626,0.1,0.15
30,0.00584,0.08617,0.1,0.15
30,0.00573,0.10346,0.1,0.15
30,0.49636,0.01953,0.1,0.15
30,0.08305,0.09222,0.1,0.15
30,0.22373,0.00058,0.1,0.15
30,0.02597,0.01316,0.1,0.15
30,0.2016,0.00597,0.1,0.15
30,0.04157,0.02228,0.1,0.15
30,0.00808,0.00378,0.1,0.15
30,0.03885,0.01252,0.1,0.15
30,0.0126,0.14741,0.1,0.15
30,0.0546,0.18722,0.1,0.15
30,0.23373,0.00237,0.1,0.15
30,0.10689,1e-05,0.1,0.15
30,0.83571,0.02296,0.1,0.15
30,0.57905,0.85398,0.1,0.15
30,0.01562,0.06894,0.1,0.15
30,0.9471,0,0.1,0.15
30,0.003,0.03271,0.1,0.15
30,0.23999,0.00076,0.1,0.15
30,0.01856,0.23433,0.1,0.15
30,0.20463,0.00468,0.1,0.15
30,0.55478,0.0013,0.1,0.15
30,0.10419,0.00131,0.1,0.15
30,2e-05,0.07653,0.1,0.15
30,0.00959,0.03883,0.1,0.15
30,0.00097,0.01181,0.1,0.15
30,0.03769,0.21177,0.1,0.15
30,0.02032,0.15606,0.1,0.15
30,0.00071,0.02268,0.1,0.15
30,0.62341,0.08787,0.1,0.15
30,0.64945,0.12173,0.1,0.15
30,0.49535,0.00492,0.1,0.15
30,0.31849,0.03653,0.1,0.15
30,0.43142,0.00495,0.1,0.15
30,0.07834,0.00336,0.1,0.15
30,0.00361,0.00025,0.1,0.15
30,0.00823,0.0085,0.1,0.15
30,0.07115,0.01007,0.1,0.15
30,0.07193,0.10456,0.1,0.15
30,0.32013,0.00254,0.1,0.15
30,0.00364,0.22668,0.1,0.15
30,0.20264,0.00316,0.1,0.15
30,0.00058,0.15955,0.1,0.15
30,0.02944,0.09202,0.1,0.15
30,0.54943,0.91036,0.1,0.15
30,0.20568,0.07886,0.1,0.15
30,0.00171,0.33819,0.1,0.15
30,0.71596,0.0077,0.1,0.15
30,0.01976,0.02458,0.1,0.15
30,0.0692,0.55663,0.1,0.15
30,0.04627,0.16609,0.1,0.15
30,0.12843,0.00021,0.1,0.15
30,0.06238,0.00384,0.1,0.15
30,0.00033,0.00155,0.1,0.15
30,0.00495,0.00018,0.1,0.15
30,0.00259,0.00807,0.1,0.15
30,0.05541,0.02718,0.1,0.15
30,0.01621,0.00029,0.1,0.15
30,0.00027,0.05001,0.1,0.15
30,0.01811,0.03598,0.1,0.15
30,0.0625,0.00174,0.1,0.15
30,0.12618,0.00043,0.1,0.15
30,0.06227,0.01457,0.1,0.15
30,0.03707,0.05672,0.1,0.15
30,0.0078,0.01902,0.1,0.15
30,0.00947,0.00827,0.1,0.15
30,0.35284,0.01775,0.1,0.15
30,0.05868,0.00026,0.1,0.15
30,0.01245,0.03577,0.1,0.15
30,0.0035,0.13797,0.1,0.15
30,0.13769,0.00173,0.1,0.15
30,0.0083,0.00025,0.1,0.15
30,0.37168,0.00089,0.1,0.15
30,0.70781,0.00036,0.1,0.15
30,0.10676,0.00802,0.1,0.15
30,0.16107,0.00626,0.1,0.15
30,0.42548,0.33366,0.1,0.15
30,0.07921,0.00196,0.1,0.15
30,0.27395,0.00027,0.1,0.15
30,0.26858,0.00804,0.1,0.15
30,0.07597,0.01395,0.1,0.15
30,0.0122,0.13465,0.1,0.15
30,0.35195,0.00131,0.1,0.15
30,0.06878,0.00025,0.1,0.15
30,0.89672,0.00178,0.1,0.15
30,0.51288,0.00325,0.1,0.15
30,0.01485,1e-05,0.1,0.15
30,0.20503,0.30109,0.1,0.15
30,0.19369,0.03592,0.1,0.15
30,0.00826,0.01609,0.1,0.15
30,0.06173,0.00081,0.1,0.15
30,0.32001,0.00583,0.1,0.15
30,0.03464,0.00084,0.1,0.15
30,0.17042,4e-05,0.1,0.15
30,0.00277,0.0103,0.1,0.15
30,0.38964,0.04299,0.1,0.15
30,0.281,0.00427,0.1,0.15
30,0.01591,0.0413,0.1,0.15
30,0.07482,0.00084,0.1,0.15
30,0.01287,0.00053,0.1,0.15
30,0.0189,0.21295,0.1,0.15
30,0.20524,0.17523,0.1,0.15
30,0.0088,8e-05,0.1,0.15
30,0.03849,3e-04,0.1,0.15
30,0.05855,0.00052,0.1,0.15
30,0.10578,0.19105,0.1,0.15
30,0.57421,3e-05,0.1,0.15
30,0.47371,0.05728,0.1,0.15
30,0.39686,6e-05,0.1,0.15
30,0.04082,0.00447,0.1,0.15
30,0.0025,0.22352,0.1,0.15
30,0.23544,0.00028,0.1,0.15
30,0.10658,0.00509,0.1,0.15
30,0.19518,0.00222,0.1,0.15
30,0.02452,0.00342,0.1,0.15
30,0.00429,0.00323,0.1,0.15
30,0.01354,0.01864,0.1,0.15
30,0.02067,0.0336,0.1,0.15
30,0.00074,0.01825,0.1,0.15
30,0.07071,0.02659,0.1,0.15
30,0.34135,0.00551,0.1,0.15
30,0.08532,0.06145,0.1,0.15
30,0.06247,0.00828,0.1,0.15
30,0.01667,0.08542,0.1,0.15
30,0.09912,0.15212,0.1,0.15
30,8e-05,0.07373,0.1,0.15
30,0.00279,0.06312,0.1,0.15
30,0.0234,0.00811,0.1,0.15
30,0.21428,0.11036,0.1,0.15
30,0.08568,0,0.1,0.15
30,0.10611,0.25902,0.1,0.15
30,0.09608,0.19983,0.1,0.15
30,0.0075,0.02617,0.1,0.15
30,0.00015,6e-05,0.1,0.15
30,0.00105,0.0179,0.1,0.15
30,0.09559,0.04035,0.1,0.15
30,0.35052,0.1111,0.1,0.15
30,0.51901,0.04028,0.1,0.15
30,0.02582,0.03058,0.1,0.15
30,0.0624,0.00979,0.1,0.15
30,0.14095,0.06077,0.1,0.15
30,0.46635,0.00808,0.1,0.15
30,0.14642,0.08554,0.1,0.15
30,0.03966,0.15194,0.1,0.15
30,0.01022,0.082,0.1,0.15
30,0.14684,0.00246,0.1,0.15
30,0.05787,0.34655,0.1,0.15
30,0.00273,0.50435,0.1,0.15
30,0.06895,0.01082,0.1,0.15
30,0.2794,0.01132,0.1,0.15
30,0.01388,0.02271,0.1,0.15
30,0.01768,0.00388,0.1,0.15
30,0.00118,0.00015,0.1,0.15
30,0.09442,0.01151,0.1,0.15
30,0.1493,0.00805,0.1,0.15
30,0.06337,3e-05,0.1,0.15
30,0.00675,0.00753,0.1,0.15
30,0.13994,0.01605,0.1,0.15
30,0.05684,0.00026,0.1,0.15
30,0.0278,0.04132,0.1,0.15
30,0.5321,0.00824,0.1,0.15
30,0.04286,0.04371,0.1,0.15
30,0.53556,3e-05,0.1,0.15
30,0.17476,0.03518,0.1,0.15
30,0.03809,0.00485,0.1,0.15
30,0.00624,0.00072,0.1,0.15
30,0.04662,0.04339,0.1,0.15
30,0.16805,0.43777,0.1,0.15
30,0.01068,0.01505,0.1,0.15
30,0.39427,0.63759,0.1,0.15
30,0.08222,0.01173,0.1,0.15
30,0.76639,0.06276,0.1,0.15
30,0.00231,0.00595,0.1,0.15
30,0.45669,0.01093,0.1,0.15
30,0.01449,0.0084,0.1,0.15
30,0.04378,0.00141,0.1,0.15
30,0.00179,0.0177,0.1,0.15
30,0.19882,0.04873,0.1,0.15
30,0.03564,0.049,0.1,0.15
30,0.13332,0.02307,0.1,0.15
30,0.07742,0.16273,0.1,0.15
30,0.02343,0.08487,0.1,0.15
30,0.00078,0.00192,0.1,0.15
30,0.01776,0.00782,0.1,0.15
30,0.81511,0.00156,0.1,0.15
30,0.00613,0.00968,0.1,0.15
30,0.31446,0.09265,0.1,0.15
30,0.00134,0.06711,0.1,0.15
30,0.00791,0.07251,0.1,0.15
30,0.72019,0.00291,0.1,0.15
30,0.39986,0.00058,0.1,0.15
30,0.2174,1e-05,0.1,0.15
30,0.30266,0.00555,0.1,0.15
30,0.03683,0.01161,0.1,0.15
30,0.00919,0.00316,0.1,0.15
30,0.09298,0.00272,0.1,0.15
30,0.00772,0.21658,0.1,0.15
30,0.04791,0.14876,0.1,0.15
30,0.00165,0.13865,0.1,0.15
30,0.01727,4e-04,0.1,0.15
30,0.51152,0.40229,0.1,0.15
30,0.00139,0.03778,0.1,0.15
30,0.01395,0.0098,0.1,0.15
30,0.06303,0.00763,0.1,0.15
30,0.15083,0.49092,0.1,0.15
30,0.0335,0.10146,0.1,0.15
30,0.03014,0.12846,0.1,0.15
30,1e-05,0.00201,0.1,0.15
30,0.19594,0.22871,0.1,0.15
30,0.03825,0.01727,0.1,0.15
30,0.02509,0.00957,0.1,0.15
30,1e-05,0.00557,0.1,0.15
30,0.26017,0.04678,0.1,0.15
30,0.01931,0.07383,0.1,0.15
30,0.12378,6e-05,0.1,0.15
30,0.01884,0.24514,0.1,0.15
30,0.40027,0.15248,0.1,0.15
30,0.04144,0.00187,0.1,0.15
30,0.12698,0.63799,0.1,0.15
30,0.00374,0.0138,0.1,0.15
30,0.06969,0.00731,0.1,0.15
30,0.15449,0.00843,0.1,0.15
30,0.265,0.00466,0.1,0.15
30,0.00611,0.00023,0.1,0.15
30,0.13725,0.14552,0.1,0.15
30,0.54699,0.01296,0.1,0.15
30,0.09947,0.13358,0.1,0.15
30,0.17726,0.00656,0.1,0.15
30,0.00534,0.16008,0.1,0.15
30,0.08332,0.13838,0.1,0.15
30,0.04968,0.00108,0.1,0.15
30,0.03768,0.04762,0.1,0.15
30,0.20247,0.12102,0.1,0.15
30,0.62633,0.00047,0.1,0.15
30,0.19611,0.32655,0.1,0.15
30,0.1379,0.02207,0.1,0.15
30,0.00948,0.11054,0.1,0.15
30,0.05882,0.01087,0.1,0.15
30,0.55028,0.00538,0.1,0.15
30,0.33648,4e-04,0.1,0.15
30,0.1075,0.0127,0.1,0.15
30,0.22478,0.0041,0.1,0.15
